class_id,rank,gender,caste,region,seat_category,branch_code,branch,college_code,college,students_per_class,fee
80,49415,M,BC_E,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
81,20635,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
82,14501,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
83,41303,F,BC_C,OU,BC_C_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
84,18290,F,OC,OU,OC_PHH_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
85,32213,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
86,37368,F,SC,OU,SC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
87,14281,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
88,27959,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
89,33232,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
90,24717,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
91,17824,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
92,28225,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
93,52978,M,SC,OU,SC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
94,54379,M,ST,OU,ST_PHO_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
95,85216,F,BC_E,OU,BC_E_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
96,15251,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
97,18810,M,OC,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
98,43879,M,BC_E,OU,BC_E_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
99,9287,M,OC,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
100,16331,M,BC_D,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
101,17254,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
102,21658,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
103,26996,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
104,74432,F,SC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
105,27167,F,BC_B,OU,BC_B_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
106,40589,M,BC_A,OU,BC_A_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
107,63719,F,SC,OU,SC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
108,16250,F,OC,OU,OC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
109,16152,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
110,17975,M,OC,OU,OC_PHV_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
111,18725,F,OC,OU,OC_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
112,17521,F,BC_B,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
113,28748,F,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
114,28114,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
115,14994,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
116,32838,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
117,53907,M,ST,OU,ST_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
118,23191,M,BC_D,OU,BC_D_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
119,49306,F,BC_A,OU,BC_A_GIRLS_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
120,33264,F,BC_B,OU,BC_B_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
121,31086,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
122,52875,M,BC_E,OU,BC_E_GIRLS_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
123,29389,M,BC_B,OU,BC_B_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
124,16811,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
125,10290,M,OC,OU,OC_GEN_UR,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
126,13075,M,OC,OU,OC_GEN_OU,CSE,COMPUTER SCIENCE AND ENGINEERING,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",126,80000
1,66528,M,ST,OU,ST_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
2,42518,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
3,32084,M,BC_D,OU,BC_D_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
4,44836,M,OC,OU,OC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
5,35585,M,OC,OU,ST_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
6,84372,M,BC_B,OU,BC_A_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
7,39262,F,OC,OU,SC_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
8,20851,M,OC,OU,OC_GEN_UR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
9,45101,M,OC,NL,OC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
10,36264,F,OC,OU,OC_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
11,22974,F,BC_D,SVU,OC_GIRLS_UR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
12,67010,M,BC_B,OU,BC_A_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
13,40355,F,BC_D,OU,BC_D_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
14,79070,M,BC_E,OU,BC_E_GIRLS_UR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
15,51840,F,BC_D,OU,BC_D_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
16,72988,M,SC,OU,SC_PHH_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
17,48695,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
18,47489,F,BC_D,OU,BC_D_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
19,28817,M,BC_B,OU,OC_CAP_GEN_UR(0),CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
20,50198,M,BC_D,OU,BC_C_NCC_GEN_OU(0),CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
21,51056,M,OC,OU,ST_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
22,43467,M,OC,OU,OC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
23,58983,F,BC_B,OU,BC_B_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
24,70682,M,SC,OU,SC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
25,50069,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
26,36946,M,BC_B,OU,BC_B_GEN_UR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
27,46709,M,OC,OU,SC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
28,51246,M,BC_D,OU,BC_E_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
29,66390,M,BC_B,OU,BC_A_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
30,38450,F,OC,OU,OC_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
31,47221,F,OC,OU,OC_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
32,37532,M,BC_D,OU,BC_D_GEN_UR,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
33,59793,M,BC_A,OU,BC_A_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
34,38789,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
35,51166,F,OC,OU,SC_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
36,67085,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
37,41162,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
38,40489,M,BC_B,OU,BC_B_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
39,47333,M,BC_D,OU,BC_B_GIRLS_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
40,48211,M,OC,OU,SC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
41,67435,M,BC_B,OU,BC_A_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
42,37992,M,OC,OU,OC_GEN_OU,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
1,78242,M,SC,OU,SC_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
2,22750,M,OC,OU,OC_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
3,67491,M,ST,OU,ST_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
4,32669,M,BC_D,OU,BC_D_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
5,12038,F,OC,AU,OC_CAP_GEN_UR(0),CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
6,42577,F,BC_B,OU,BC_B_GIRLS_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
7,28732,M,BC_B,OU,BC_B_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
8,38517,M,BC_D,OU,BC_D_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
9,41985,F,BC_A,OU,BC_A_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
10,38704,M,BC_A,OU,BC_A_GEN_UR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
11,31570,M,BC_D,OU,BC_D_GEN_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
12,18024,M,OC,OU,BC_D_GEN_UR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
13,33514,F,OC,NL,SC_GIRLS_OU,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
14,77506,M,SC,OU,ST_GIRLS_UR,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),MLRS,"MLRS  -  MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS), DUNDIGAL",42,80000
